λ,Lq,s,μ,ρ,Wq
11.41959953,9.997099876,8,12.466,0.1145,0
2.334500074,0.4472,7,4.8482,0.0688,0
7.909900188,3.683000088,9,9.6672,0.0909,0
17.66259956,5.465499878,8,20.4533,0.1079,0
17.10269928,5.458799839,2,19.8079,0.4317,0.0131
5.555399895,10.94989967,6,6.0233,0.1537,0.0002
4.55700016,0.335599989,10,10.4681,0.0435,0
19.41900063,14.49919987,2,20.6768,0.4696,0.0152
16.30349922,19.20319939,5,17.1124,0.1905,0.0002
19.90469933,6.622499943,3,22.5569,0.2941,0.0022
4.578999996,9.142999649,6,5.0345,0.1516,0.0002
16.51840019,3.551500082,10,20.3026,0.0814,0
19.31069946,8.740200043,7,21.3126,0.1294,0
4.979700089,5.052999973,8,5.8225,0.1069,0
5.350500107,8.396400452,5,5.9259,0.1806,0.0006
4.331500053,17.24150085,1,4.5696,0.9479,3.9805
3.459599972,15.6420002,4,3.6682,0.2358,0.0039
3.799400091,0.3917,3,8.2607,0.1533,0.0015
14.04269981,5.449100018,9,16.2673,0.0959,0
9.400799751,1.751000047,9,13.2189,0.079,0
17.63260078,15.54339981,1,18.7021,0.9428,0.8815
19.30459976,13.35169983,2,20.6559,0.4673,0.0151
19.12409973,6.717100143,10,21.6402,0.0884,0
3.940500021,14.82390022,6,4.1905,0.1567,0.0003
1.758900046,8.141599655,3,1.9534,0.3001,0.027
4.858200073,1.208099961,4,7.4726,0.1625,0.0008
18.85960007,7.679100037,1,21.0591,0.8956,0.4072
10.33699989,15.76710033,2,10.9556,0.4718,0.0291
5.314499855,7.196400166,5,5.9717,0.178,0.0006
6.744900227,7.798999786,1,7.5205,0.8969,1.1563
11.81140041,2.876100063,7,15.0372,0.1122,0
15.64830017,15.44960022,9,16.6029,0.1047,0
6.822500229,10.52999973,9,7.4184,0.1022,0
2.671200037,13.52470016,10,2.8559,0.0935,0
6.338399887,15.91139984,2,6.7144,0.472,0.0475
19.10449982,6.302999973,3,21.765,0.2926,0.0023
18.3526001,10.02729988,2,20.0296,0.4581,0.0149
6.265500069,5.348199844,3,7.2745,0.2871,0.0066
11.09619999,9.451299667,4,12.1669,0.228,0.0011
3.607300043,12.32149982,3,3.8795,0.3099,0.0146
19.02160072,1.635599971,8,27.165,0.0875,0
19.5781002,6.794700146,3,22.1275,0.2949,0.0023
6.537499905,15.22399998,9,6.9419,0.1046,0
2.230499983,19.0618,6,2.3419,0.1587,0.0005
2.492899895,15.36439991,8,2.6458,0.1178,0.0001
4.581099987,7.952199936,3,5.0987,0.2995,0.0103
11.41180038,4.020800114,3,13.7648,0.2764,0.0032
12.71969986,3.642999887,8,15.5717,0.1021,0
5.477200031,5.286200047,1,6.3683,0.8601,0.9651
6.668700218,15.47119999,5,7.075,0.1885,0.0006
16.2656002,15.69509983,4,17.2432,0.2358,0.0008
6.992499828,4.746600151,2,8.2423,0.4242,0.0304
3.231600046,19.53569984,2,3.3893,0.4767,0.0963
12.15680027,2.564399958,10,15.8035,0.0769,0
11.94200039,9.162899971,3,13.1276,0.3032,0.0041
16.63809967,12.61699963,4,17.8662,0.2328,0.0008
14.06040001,10.31019974,10,15.3126,0.0918,0
14.78299999,19.00729942,7,15.5236,0.136,0
18.08130074,12.40270042,5,19.4374,0.186,0.0002
9.417699814,19.06060028,5,9.8883,0.1905,0.0004
13.81470013,3.869400024,5,16.7579,0.1649,0.0002
6.20720005,1.137699962,9,9.6989,0.0711,0
16.62039948,12.45559978,1,17.862,0.9305,0.7494
12.7645998,7.446700096,4,14.2952,0.2232,0.0009
2.392299891,10.53559971,8,2.6011,0.115,0
4.510799885,1.856099963,7,6.2615,0.1029,0
18.29319954,5.42509985,5,21.2025,0.1726,0.0002
9.283599854,2.706899881,8,11.9483,0.0971,0
13.23830032,14.6935997,2,14.0851,0.4699,0.0224
6.697199821,0.62529999,6,12.4559,0.0896,0
15.1303997,6.477099895,3,17.1869,0.2934,0.0029
3.251600027,1.335299969,1,4.8756,0.6669,0.4107
8.844099998,4.790500164,10,10.4122,0.0849,0
17.19179916,13.4708004,3,18.3852,0.3117,0.0031
8.959799767,19.84020042,9,9.3907,0.106,0
11.11740017,1.388499975,1,16.5092,0.6734,0.1249
4.24849987,3.336299896,6,5.2743,0.1343,0.0001
19.34180069,2.980400085,10,24.4712,0.079,0
1.905799985,8.805399895,7,2.102,0.1295,0.0002
14.00150013,12.48579979,5,15.0451,0.1861,0.0003
19.53680038,16.90309906,1,20.6313,0.9469,0.8652
3.915999889,8.304499626,5,4.3414,0.1804,0.0008
5.889800072,5.726299763,6,6.7829,0.1447,0.0001
5.196499825,5.808700085,2,5.9746,0.4349,0.0443
13.34140015,6.125800133,2,15.2471,0.4375,0.0176
16.60560036,15.15600014,7,17.6372,0.1345,0
14.13010025,2.01880002,1,19.264,0.7335,0.1429
18.66670036,4.101399899,8,22.4509,0.1039,0
6.341400146,15.70149994,7,6.7224,0.1348,0.0001
15.52330017,5.810299873,8,17.8471,0.1087,0
10.64179993,18.16150093,7,11.1986,0.1358,0
5.548299789,11.67059994,1,5.9887,0.9265,2.1035
14.76309967,4.390100002,8,17.5861,0.1049,0
13.70359993,9.10529995,9,15.072,0.101,0
17.73690033,13.6953001,6,18.9492,0.156,0.0001
14.64939976,4.385300159,6,17.4533,0.1399,0.0001
2.879199982,15.01379967,5,3.0597,0.1882,0.0013
12.60330009,10.44139957,2,13.7127,0.4595,0.0219
10.52429962,17.22380066,8,11.1035,0.1185,0
11.94999981,19.67720032,7,12.5292,0.1363,0
6.509600163,4.457399845,1,7.7381,0.8412,0.6847
11.60070038,1.781399965,2,16.2497,0.357,0.0107
2.409800053,16.41309929,2,2.5486,0.4728,0.1256
4.102000237,6.540400028,3,4.6547,0.2938,0.0108
9.521100044,13.66819954,4,10.173,0.234,0.0014
17.49600029,11.65079975,2,18.8871,0.4632,0.0162
16.59600067,7.991499901,9,18.4627,0.0999,0
9.929100037,15.53170013,4,10.5318,0.2357,0.0014
10.32719994,17.65579987,5,10.8823,0.1898,0.0004
16.01160049,15.13739967,4,17.0074,0.2354,0.0008
19.58239937,7.750199795,2,21.8472,0.4482,0.013
12.92689991,8.77009964,5,14.2628,0.1813,0.0003
12.38840008,15.49269962,2,13.1422,0.4713,0.0242
19.29129982,3.891700029,10,23.3812,0.0825,0
6.665400028,0.542699993,5,12.9748,0.1027,0.0001
8.762900352,9.937199593,7,9.5703,0.1308,0
14.71189976,0.313499987,7,34.6416,0.0607,0
18.40110016,16.12649918,6,19.479,0.1574,0.0001
11.43830013,10.28489971,8,12.4593,0.1148,0
14.77639961,14.27729988,9,15.7475,0.1043,0
2.351999998,9.315500259,9,2.582,0.1012,0
11.82890034,6.617300034,7,13.4062,0.126,0
1.291200042,9.955400467,2,1.41,0.4579,0.2108
3.478600025,18.59690094,9,3.6565,0.1057,0
12.90970039,13.7585001,1,13.7882,0.9363,1.0657
14.98429966,16.70179939,8,15.8334,0.1183,0
19.91110039,11.59519958,8,21.5013,0.1158,0
7.052800179,11.26519966,1,7.6314,0.9242,1.5973
13.03299999,8.964699745,7,14.3531,0.1297,0
12.69880009,4.280600071,8,15.1804,0.1046,0
6.781899929,16.30780029,1,7.175,0.9452,2.4046
12.85379982,2.213900089,7,17.1941,0.1068,0
2.916800022,4.318999767,4,3.4824,0.2094,0.0031
6.725800037,13.81639957,3,7.1817,0.3122,0.008
15.68430042,4.259200096,4,18.7626,0.209,0.0006
10.90849972,12.93700027,1,11.695,0.9327,1.186
6.802700043,13.26850033,10,7.2817,0.0934,0
6.240699768,6.334700108,4,7.1059,0.2196,0.0017
15.19610023,4.677999973,10,17.9467,0.0847,0
3.415600061,6.49119997,2,3.8789,0.4403,0.0701
6.479199886,3.322999954,5,8.0488,0.161,0.0003
18.34049988,9.423399925,1,20.1151,0.9118,0.5138
12.19159985,5.855199814,7,14.0043,0.1244,0
14.24580002,17.49570084,3,15.0182,0.3162,0.004
7.781899929,6.054900169,4,8.905,0.2185,0.0013
19.54450035,7.232900143,6,21.9505,0.1484,0
4.342400074,5.144199848,2,5.066,0.4286,0.0506
3.441499949,2.132100105,8,4.639,0.0927,0
12.09309959,7.098800182,10,13.6071,0.0889,0
3.293299913,10.47599983,8,3.5823,0.1149,0
8.616600037,18.96109962,9,9.0493,0.1058,0
9.717100143,8.144599915,7,10.7914,0.1286,0
6.842000008,16.15209961,8,7.2422,0.1181,0
8.449999809,6.428100109,7,9.6063,0.1257,0
13.77939987,12.78439999,6,14.784,0.1553,0.0001
7.958799839,4.839700222,1,9.3575,0.8505,0.6081
13.00459957,16.97450066,4,13.7302,0.2368,0.0011
14.79909992,8.927200317,7,16.3039,0.1297,0
8.892800331,11.1552,9,9.629,0.1026,0
13.72469997,13.0866003,9,14.7036,0.1037,0
18.60390091,17.38820076,7,19.6185,0.1355,0
9.547100067,8.373700142,6,10.5763,0.1504,0.0001
11.81579971,7.67689991,1,13.1941,0.8955,0.6497
16.74480057,15.31700039,6,17.7747,0.157,0.0001
7.209700108,19.27809906,7,7.5661,0.1361,0.0001
15.82260036,1.73029995,4,22.3084,0.1773,0.0003
2.703900099,15.01550007,9,2.8734,0.1046,0
9.420999527,5.525000095,1,10.8954,0.8647,0.5865
5.438700199,8.591400146,10,6.0114,0.0905,0
7.175700188,2.522500038,10,9.3572,0.0767,0
9.510000229,14.89960003,7,10.1104,0.1344,0
15.32689953,19.26720047,5,16.0849,0.1906,0.0003
16.4545002,5.337900162,1,19.1089,0.8611,0.3244
12.07870007,10.83829975,5,13.1058,0.1843,0.0003
3.483500004,8.120200157,3,3.8697,0.3001,0.0136
3.708300114,3.662800074,7,4.536,0.1168,0.0001
10.46749973,13.58979988,10,11.1881,0.0936,0
9.425600052,3.327899933,10,11.7061,0.0805,0
3.670700073,4.530900002,6,4.3537,0.1405,0.0002
12.98250008,7.393400192,7,14.5494,0.1275,0
10.23509979,11.48180008,9,11.06,0.1028,0
14.03219986,3.204299927,6,17.5363,0.1334,0
10.41499996,13.04749966,5,11.16,0.1866,0.0004
8.238900185,10.70320034,8,8.9477,0.1151,0
5.561500072,1.211400032,9,8.5484,0.0723,0
10.13650036,10.24289989,9,11.0447,0.102,0
14.85649967,11.64859962,3,16.0379,0.3088,0.0035
4.738800049,15.3987999,8,5.0288,0.1178,0
19.79770088,19.03820038,3,20.7881,0.3175,0.0029
17.8980999,10.7816,4,19.4275,0.2303,0.0007
8.432200432,17.37540054,6,8.8924,0.158,0.0001
1.415199995,14.84939957,2,1.5048,0.4702,0.2101
5.341700077,5.284399986,2,6.2111,0.43,0.0416
7.898499966,7.720699787,3,8.8151,0.2987,0.0059
11.3760004,16.33110046,9,12.0345,0.105,0
9.373200417,3.986500025,10,11.3201,0.0828,0
5.138299942,14.33500004,8,5.4747,0.1173,0
5.64109993,10.5230999,9,6.1341,0.1022,0
6.218699932,13.68200016,9,6.6441,0.104,0
4.389500141,9.304300308,3,4.8192,0.3036,0.0112
10.17920017,4.637000084,2,12.0358,0.4229,0.0207
6.051199913,5.214300156,7,7.0476,0.1227,0
4.287799835,3.656399965,8,5.2462,0.1022,0
12.41300011,18.85960007,10,13.0396,0.0952,0
7.002999783,8.700400352,1,7.732,0.9057,1.2424
1.975999951,4.382100105,6,2.3544,0.1399,0.0004
17.20789909,19.5454998,6,18.0474,0.1589,0.0001
5.06430006,12.27130032,1,5.4479,0.9296,2.4231
6.195099831,3.097300053,1,7.7865,0.7956,0.5
12.68459988,17.17690086,1,13.3845,0.9477,1.3542
9.400400162,3.7026999,10,11.4794,0.0819,0
4.135700226,10.72109985,2,4.4909,0.4604,0.067
13.88790035,18.46249962,7,14.6033,0.1359,0
17.36779976,19.31159973,6,18.2249,0.1588,0.0001
2.583600044,17.54400063,2,2.7233,0.4743,0.1185
15.0916996,6.953299999,4,17.0166,0.2217,0.0007
3.260499954,9.493300438,1,3.5738,0.9123,2.9116
2.638499975,3.06159997,7,3.3228,0.1134,0.0001
9.272500038,11.54800034,1,10.0159,0.9258,1.2454
17.56850052,15.27439976,4,18.6519,0.2355,0.0008
19.03899956,4.949500084,7,22.3202,0.1219,0
10.03129959,7.264800072,10,11.2613,0.0891,0
4.279200077,15.25570011,3,4.5434,0.314,0.0129
12.87419987,1.553500056,3,18.6079,0.2306,0.0016
15.99650002,17.65329933,3,16.8564,0.3163,0.0035
12.50269985,7.32159996,2,14.025,0.4457,0.0199
10.21269989,7.270500183,8,11.464,0.1114,0
14.48880005,13.22239971,7,15.5123,0.1334,0
1.452600002,14.48950005,3,1.5467,0.313,0.0375
18.93120003,5.1947999,4,22.0588,0.2146,0.0005
11.97850037,5.258600235,4,13.9364,0.2149,0.0008
19.56419945,9.275099754,10,21.485,0.0911,0
6.774199963,6.40530014,4,7.7041,0.2198,0.0016
7.617099762,19.40990067,8,7.9912,0.1191,0
4.279500008,15.94839954,8,4.5328,0.118,0
18.42399979,10.26830006,1,20.071,0.9179,0.5573
1.87469995,18.41049957,10,1.9715,0.0951,0
11.78250027,15.0546999,3,12.5191,0.3137,0.0047
1.11500001,5.130899906,3,1.3012,0.2856,0.0363
4.063799858,8.321200371,5,4.5044,0.1804,0.0008
18.71459961,19.57749939,9,19.6261,0.106,0
15.07149982,13.77970028,3,16.0957,0.3121,0.0036
7.281499863,7.659699917,9,8.1326,0.0995,0
19.65130043,17.11529922,5,20.7392,0.1895,0.0002
8.801300049,13.04080009,6,9.4311,0.1555,0.0001
18.04999924,3.797699928,2,21.9571,0.411,0.0107
8.872200012,17.45070076,7,9.3544,0.1355,0
16.02560043,1.894799948,10,22.1459,0.0724,0
4.68900013,5.997900009,3,5.3714,0.291,0.0092
9.705800056,9.884200096,8,10.6045,0.1144,0
1.777400017,17.48250008,10,1.8738,0.0949,0
13.19810009,9.466400146,5,14.4698,0.1824,0.0003
15.47859955,19.70849991,1,16.2277,0.9538,1.2733
14.94859982,3.376899958,6,18.5214,0.1345,0
1.183899999,9.796199799,10,1.2944,0.0915,0
14.85179996,18.19910049,10,15.6274,0.095,0
17.31830025,19.49480057,10,18.1652,0.0953,0
9.109900475,12.17640018,5,9.805,0.1858,0.0004
13.07569981,5.495100021,9,15.1319,0.096,0
17.84180069,8.024700165,9,19.8411,0.0999,0
19.90270042,4.741600037,2,23.4632,0.4241,0.0107
3.443099976,10.74540043,9,3.7382,0.1023,0
5.733500004,14.74540043,1,6.099,0.9401,2.5718
2.6947999,10.43729973,10,2.9321,0.0919,0
18.97369957,18.89620018,4,19.9296,0.238,0.0007
16.62339973,10.1093998,6,18.131,0.1528,0.0001
14.23499966,16.77549934,5,15.0382,0.1893,0.0003
19.10969925,18.49349976,10,20.0925,0.0951,0
5.819699764,19.46839905,4,6.1047,0.2383,0.0024
8.248200417,7.856299877,9,9.1904,0.0997,0
16.95470047,9.87650013,9,18.5258,0.1017,0
5.456999779,16.81240082,4,5.7643,0.2367,0.0025
14.77620029,8.03030014,9,16.4309,0.0999,0
2.336400032,18.1364994,8,2.4588,0.1188,0.0001
2.063899994,1.401800036,1,3.0577,0.675,0.6792
7.279099941,11.57579994,6,7.8613,0.1543,0.0001
18.72559929,0.216800004,8,50.655,0.0462,0
1.828999996,1.662799954,5,2.6021,0.1406,0.0007
15.03100014,17.76759911,1,15.8341,0.9493,1.1821
15.79059982,0.527700007,5,31.022,0.1018,0
14.59700012,15.7251997,6,15.4727,0.1572,0.0001
17.08869934,15.71070004,5,18.1148,0.1887,0.0002
16.12109947,14.45219994,6,17.1685,0.1565,0.0001
15.37749958,2.974699974,2,19.462,0.3951,0.0111
13.8664999,8.315099716,2,15.3709,0.4511,0.0187
18.40010071,4.118000031,4,22.1173,0.208,0.0005
3.896100044,5.996799946,8,4.4632,0.1091,0
12.09799957,9.786100388,8,13.2286,0.1143,0
14.0571003,15.80900002,1,14.8962,0.9437,1.1246
2.470000029,7.285099983,3,2.7721,0.297,0.0186
5.715000153,16.0048008,2,6.0522,0.4721,0.0527
5.182099819,13.39350033,1,5.5438,0.9348,2.5846
8.238599777,10.09140015,5,8.987,0.1833,0.0004
1.926599979,12.17490005,10,2.0736,0.0929,0
11.23359966,7.142300129,6,12.6323,0.1482,0.0001
15.5316,17.79089928,9,16.3604,0.1055,0
13.52760029,7.109799862,7,15.2188,0.127,0
18.82019997,2.312900066,9,24.9565,0.0838,0
19.90439987,11.13770008,8,21.5547,0.1154,0
19.22019958,8.535099983,5,21.2564,0.1808,0.0002
4.587900162,16.87380028,8,4.8453,0.1184,0
15.12310028,7.786799908,3,16.8647,0.2989,0.0031
12.47700024,18.78219986,8,13.1093,0.119,0
13.99359989,2.745100021,7,17.9645,0.1113,0
18.12969971,13.45580006,9,19.3895,0.1039,0
17.22920036,15.24720001,4,18.2935,0.2355,0.0008
17.49769974,9.929100037,5,19.1112,0.1831,0.0002
9.769300461,19.10269928,10,10.2564,0.0953,0
10.41049957,4.990499973,10,12.1918,0.0854,0
11.45460033,17.90679932,1,12.0621,0.9496,1.5633
6.809899807,3.494600058,6,8.3913,0.1353,0.0001
19.13660049,7.852000237,3,21.3238,0.2991,0.0025
18.7343998,3.675100088,8,22.904,0.1022,0
10.53689957,5.541100025,9,12.1817,0.0961,0
19.05369949,7.457099915,4,21.3355,0.2233,0.0006
9.856699944,0.799499989,1,17.0034,0.5797,0.0811
18.95260048,15.76939964,9,20.0866,0.1048,0
6.135900021,14.48789978,4,6.5336,0.2348,0.0022
17.16600037,8.857600212,2,18.924,0.4536,0.0154
9.362700462,1.314499974,3,14.0942,0.2214,0.0019
10.96290016,11.5958004,3,11.8384,0.3087,0.0047
16.33300018,17.64769936,4,17.2113,0.2372,0.0008
11.88080025,3.799700022,8,14.4514,0.1028,0
19.25959969,14.32859993,1,20.5211,0.9385,0.744
9.21020031,15.53890038,1,9.769,0.9428,1.6871
19.1317997,14.48340034,10,20.3723,0.0939,0
14.22879982,7.449399948,7,15.9344,0.1276,0
5.824299812,16.33589935,7,6.1613,0.135,0.0001
14.18610001,16.04599953,8,15.021,0.1181,0
18.95739937,1.020200014,6,30.5052,0.1036,0
7.037700176,4.035200119,1,8.4844,0.8295,0.5734
4.505599976,5.393099785,8,5.2259,0.1078,0
2.92930007,15.62699986,3,3.1061,0.3144,0.0189
18.15719986,19.84620094,5,19.0301,0.1908,0.0002
11.43190002,16.84799957,2,12.0743,0.4734,0.0266
15.42389965,11.11919975,8,16.7047,0.1154,0
14.52530003,0.853900015,5,24.5782,0.1182,0
7.5,10.11170006,9,8.1801,0.1019,0
1.332900047,18.24160004,4,1.4024,0.2376,0.0105
12.87180042,4.696100235,2,15.1939,0.4236,0.0164
7.606200218,12.36170006,5,8.1785,0.186,0.0005
13.67689991,17.52969933,5,14.4171,0.1897,0.0003
7.958899975,19.63170052,8,8.3455,0.1192,0
11.81359959,8.867699623,4,13.0222,0.2268,0.001
2.851399899,14.84759998,9,3.032,0.1045,0
13.80060005,4.375400066,1,16.4472,0.8391,0.317
15.32509995,1.496999979,8,22.3459,0.0857,0
1.385699987,7.940700054,10,1.5425,0.0898,0
16.48690033,7.071400166,10,18.5582,0.0888,0
1.905699968,19.48679924,9,1.9989,0.1059,0
7.743500233,3.378499985,10,9.5935,0.0807,0
11.39599991,17.78429985,5,12.0043,0.1899,0.0003
12.78569984,11.85529995,10,13.7859,0.0927,0
17.4489994,8.264200211,5,19.3527,0.1803,0.0002
17.32290077,13.87969971,2,18.4921,0.4684,0.0169
7.824500084,15.83010006,5,8.291,0.1887,0.0005
8.567500114,6.084000111,2,9.7988,0.4372,0.0273
2.808599949,2.670700073,5,3.6237,0.155,0.0007
19.46910095,0.666599989,5,35.4909,0.1097,0
16.32320023,11.07229996,10,17.684,0.0923,0
6.699100018,10.70489979,1,7.2753,0.9208,1.598
2.785099983,11.23149967,9,3.0142,0.1027,0
18.38479996,0.467700005,2,37.6034,0.2445,0.0023
17.71570015,14.06750011,4,18.8964,0.2344,0.0008
5.593999863,0.727699995,2,9.9262,0.2818,0.0112
3.100399971,9.034500122,4,3.4122,0.2272,0.0038
18.56940079,9.074099541,8,20.4295,0.1136,0
14.49769974,6.934700012,1,16.3513,0.8866,0.4783
8.712800026,15.22469997,9,9.2517,0.1046,0
15.89869976,7.730199814,7,17.7417,0.128,0
15.31939983,11.33920002,8,16.5686,0.1156,0
2.336600065,13.35579967,10,2.5001,0.0935,0
15.06270027,7.330699921,5,16.8946,0.1783,0.0002
13.24580002,5.531400204,7,15.3167,0.1235,0
4.228099823,11.1789999,4,4.5775,0.2309,0.003
17.57169914,8.574799538,8,19.4254,0.1131,0
9.697899818,14.24289989,4,10.3367,0.2345,0.0014
12.62969971,17.21360016,1,13.3251,0.9478,1.3629
9.685400009,1.572199941,2,13.9596,0.3469,0.0118
13.71440029,9.398300171,2,15.0446,0.4558,0.0196
11.21949959,7.221000195,2,12.6027,0.4451,0.0221
10.45979977,4.114500046,4,12.5745,0.208,0.0008
18.37859917,14.55959988,10,19.5644,0.0939,0
3.947799921,4.195499897,5,4.7327,0.1668,0.0006
5.275400162,1.58739996,8,7.5864,0.0869,0
10.5678997,4.134699821,9,12.6955,0.0925,0
7.79129982,11.24489975,5,8.4316,0.1848,0.0005
13.6267004,2.898099899,3,17.3249,0.2622,0.0023
11.06050014,6.726799965,9,12.5138,0.0982,0
14.70720005,1.736899972,5,20.7181,0.142,0.0001
12.7045002,11.79399967,4,13.7032,0.2318,0.001
13.77810001,7.000100136,7,15.5249,0.1268,0
14.81649971,16.08650017,9,15.6865,0.1049,0
13.05309963,17.94669914,4,13.7439,0.2374,0.0011
1.695799947,5.435500145,7,1.965,0.1233,0.0002
6.600599766,19.55830002,6,6.9224,0.1589,0.0002
17.33200073,17.17620087,10,18.2883,0.0948,0
12.7027998,0.351799995,9,28.69,0.0492,0
19.63960075,0.460299999,10,40.3876,0.0486,0
15.96500015,15.19169998,2,16.9546,0.4708,0.0187
5.442299843,1.568199992,8,7.8487,0.0867,0
9.175299644,13.1026001,8,9.829,0.1167,0
7.207300186,14.22189999,5,7.6827,0.1876,0.0005
1.913599968,10.08199978,10,2.0876,0.0917,0
18.5298996,14.89729977,1,19.6999,0.9406,0.804
14.91149998,6.912099838,10,16.8236,0.0886,0
19.36730003,3.136499882,4,24.2906,0.1993,0.0004
3.160900116,11.97329998,9,3.4059,0.1031,0
6.023799896,6.86070013,1,6.8014,0.8857,1.1389
11.77420044,9.055700302,4,12.9558,0.2272,0.001
6.884600163,12.68249989,8,7.3903,0.1164,0
13.59300041,10.17230034,7,14.8187,0.131,0
7.900300026,1.218299985,4,12.1254,0.1629,0.0005
17.54809952,13.37119961,3,18.7747,0.3116,0.0031
15.82129955,7.400899887,2,17.729,0.4462,0.0158
10.76809978,5.548099995,4,12.4472,0.2163,0.0009
12.18220043,5.792200089,2,14.0109,0.4347,0.0189
19.43969917,10.25899982,1,21.179,0.9179,0.5277
7.036200047,0.895299971,7,11.7446,0.0856,0
3.416199923,0.532400012,9,6.6919,0.0567,0
2.439399958,2.467200041,8,3.1944,0.0955,0
2.577399969,16.6821003,5,2.7236,0.1893,0.0015
17.68510056,5.831600189,7,20.324,0.1243,0
2.938999891,9.119299889,4,3.2321,0.2273,0.0041
5.288499832,17.19070053,8,5.5801,0.1185,0
16.51160049,6.165699959,2,18.8566,0.4378,0.0142
18.72069931,3.938299894,5,22.6496,0.1653,0.0001
13.91040039,6.865499973,3,15.705,0.2952,0.0032
4.893199921,9.972299576,1,5.3426,0.9159,2.038
13.71440029,18.79789925,10,14.4088,0.0952,0
19.39240074,16.00659943,5,20.5364,0.1889,0.0002
5.575900078,0.889999986,10,9.3229,0.0598,0
9.46380043,4.884300232,6,11.1137,0.1419,0.0001
11.07979965,11.22889996,2,11.9915,0.462,0.0253
19.7465992,11.88990021,10,21.2872,0.0928,0
16.35300064,19.87450027,4,17.1381,0.2385,0.0009
3.757800102,0.0616,5,17.1356,0.0439,0
4.423799992,6.671700001,6,5.0094,0.1472,0.0002
1.126700044,0.504100025,6,2.2473,0.0836,0.0001
11.33110046,4.063199997,9,13.6466,0.0923,0
15.57929993,17.70129967,3,16.4146,0.3164,0.0036
15.98410034,4.90170002,1,18.7622,0.8519,0.3067
11.67269993,19.82799911,7,12.2344,0.1363,0
5.771399975,15.26270008,2,6.1276,0.4709,0.0518
11.27929974,14.0632,2,12.0312,0.4688,0.0261
8.920499802,12.2567997,2,9.597,0.4648,0.0321
4.82159996,6.902299881,9,5.4407,0.0985,0
17.60709953,6.842199802,10,19.8856,0.0885,0
19.25589943,9.469599724,6,21.1107,0.152,0.0001
10.81439972,11.63729954,7,11.6752,0.1323,0
19.80739975,7.830800056,3,22.0768,0.2991,0.0024
19.94300079,13.73320007,6,21.3025,0.156,0.0001
6.45389986,18.30529976,5,6.7891,0.1901,0.0006
9.169300079,12.5060997,2,9.8517,0.4654,0.0313
1.16079998,7.779300213,4,1.2946,0.2242,0.0098
7.556000233,2.430000067,8,9.9236,0.0952,0
1.864899993,19.01749992,6,1.9583,0.1587,0.0007
17.91049957,0.888700008,9,29.959,0.0664,0
17.20940018,0.976400018,2,28.0305,0.307,0.0046
6.394899845,0.989099979,6,10.3786,0.1027,0
11.02760029,4.116000175,8,13.2564,0.104,0
10.88519955,9.372900009,7,11.9436,0.1302,0
3.577800035,0.713100016,2,6.3879,0.28,0.0172
7.08039999,9.029700279,8,7.7928,0.1136,0
6.527299881,10.17310047,8,7.1159,0.1147,0
7.362299919,7.109099865,1,8.2828,0.8889,0.9656
19.68729973,9.342900276,3,21.6073,0.3037,0.0025
12.40470028,7.733500004,4,13.8422,0.224,0.0009
13.49650002,7.823500156,5,15.0442,0.1794,0.0002
5.532800198,9.810199738,5,6.0487,0.1829,0.0006
11.25619984,8.281900406,8,12.4819,0.1127,0
8.832400322,9.844499588,1,9.6533,0.915,1.1146
5.114200115,11.76449966,6,5.5172,0.1545,0.0002
11.00949955,9.751700401,6,12.0417,0.1524,0.0001
9.799599648,8.008600235,4,10.8997,0.2248,0.0012
13.99969959,9.669500351,4,15.3225,0.2284,0.0009
7.106599808,10.75580025,4,7.7152,0.2303,0.0018
8.3270998,5.771299839,3,9.5811,0.2897,0.0051
9.129599571,18.06389999,4,9.6098,0.2375,0.0015
10.21450043,13.07759953,2,10.9435,0.4667,0.0284
12.24670029,17.61969948,9,12.9062,0.1054,0
8.442099571,13.26939964,9,9.0365,0.1038,0
12.85499954,17.05139923,1,13.5692,0.9474,1.3264
10.95709991,7.500400066,10,12.2625,0.0894,0
8.854200363,19.24110031,1,9.2927,0.9528,2.1731
1.232900023,14.20909977,1,1.3143,0.9381,11.5249
5.881599903,2.637099981,5,7.6062,0.1547,0.0003
13.37909985,11.93200016,6,14.4195,0.1546,0.0001
9.295900345,6.566999912,4,10.5439,0.2204,0.0012
2.999900103,7.115600109,7,3.3747,0.127,0.0001
