rho,s,lambda,mu,Wq,W,Lq,Ls,P?
0.7287,5,14.7828,4.0573,0.0833,0.3298,1.2315,4.8751,0.27129
0.9691,9,19.5057,2.2363,1.4437,1.8908,28.16,36.8822,0.030866
0.4389,9,11.3254,2.8674,0.004,0.3527,0.0448,3.9946,0.561139
0.9196,7,4.0218,0.6248,2.2107,3.8113,8.8911,15.3282,0.080425
0.0246,10,12.6608,51.5397,0,0.0194,0,0.2457,0.975435
0.4766,8,9.258,2.4284,0.0089,0.4207,0.0823,3.8948,0.523444
0.6082,10,17.7509,2.9186,0.014,0.3566,0.2478,6.3297,0.391802
0.8665,4,18.7482,5.4094,0.2538,0.4387,4.7591,8.2249,0.133542
0.3522,5,4.2757,2.4282,0.0097,0.4215,0.0415,1.8024,0.647826
0.676,4,14.4863,5.3573,0.0618,0.2484,0.8948,3.5989,0.32399
0.6621,7,12.0546,2.6011,0.0472,0.4316,0.5686,5.2031,0.337929
0.6804,8,5.7229,1.0514,0.1067,1.0579,0.6109,6.0543,0.319579
0.6398,8,3.2188,0.6289,0.1296,1.7197,0.4173,5.5353,0.360241
0.9215,8,5.5124,0.7477,1.6336,2.971,9.0052,16.3772,0.0785
0.7865,1,12.1326,15.4257,0.2388,0.3037,2.8977,3.6842,0.213483
0.0358,10,12.0098,33.5641,0,0.0298,0,0.3578,0.964218
0.9562,3,15.0658,5.2521,1.334,1.5244,20.0975,22.966,0.043833
0.8327,10,13.5175,1.6234,0.1873,0.8032,2.5312,10.8578,0.167346
0.5582,1,13.6152,24.3915,0.0518,0.0928,0.7052,1.2634,0.441806
0.1225,8,17.2823,17.6378,0,0.0567,0.0002,0.98,0.877519
0.0109,6,8.8768,136.0766,0,0.0073,0,0.0652,0.989128
0.7947,5,7.0422,1.7722,0.3121,0.8764,2.1979,6.1716,0.205273
0.4444,3,18.3673,13.7772,0.0099,0.0825,0.1815,1.5147,0.555611
0.1461,6,19.3231,22.0456,0,0.0454,0.0009,0.8774,0.853915
0.654,3,2.6962,1.3743,0.3224,1.0501,0.8694,2.8313,0.346028
0.4586,2,15.4862,16.8843,0.0177,0.0769,0.2736,1.1908,0.541403
0.303,9,5.9878,2.1957,0.0011,0.4566,0.0069,2.734,0.696989
0.8278,3,5.5243,2.2245,0.6159,1.0654,3.4022,5.8856,0.172215
0.3762,10,16.0529,4.2673,0.001,0.2354,0.0163,3.7782,0.623812
0.2408,2,5.609,11.6481,0.0072,0.093,0.0403,0.5218,0.759231
0.8826,9,19.3104,2.431,0.2523,0.6637,4.8725,12.8159,0.117404
0.9044,8,19.3874,2.6796,0.3523,0.7254,6.8294,14.0646,0.095602
0.8089,6,3.4599,0.7129,0.6838,2.0865,2.3658,7.219,0.191132
0.8234,8,5.0291,0.7635,0.4936,1.8033,2.4822,9.0692,0.176629
0.3223,8,2.9028,1.1258,0.0042,0.8924,0.0121,2.5905,0.677697
0.6284,5,18.0231,5.7365,0.0299,0.2042,0.5381,3.6799,0.371635
0.224,9,15.9149,7.8948,0.0001,0.1268,0.0016,2.0175,0.776014
0.6542,1,16.7246,25.5666,0.074,0.1131,1.2373,1.8915,0.345843
0.6519,1,2.5674,3.9382,0.4756,0.7295,1.221,1.8729,0.348082
0.2678,10,14.6518,5.4721,0.0002,0.1829,0.0028,2.6804,0.732248
0.0341,3,1.3997,13.6668,0.0001,0.0732,0.0001,0.1025,0.965861
0.4465,8,9.5328,2.6687,0.0062,0.3809,0.0591,3.6311,0.553493
0.2919,5,3.8407,2.632,0.0052,0.3851,0.0198,1.4791,0.708149
0.6063,8,12.1029,2.4954,0.0251,0.4258,0.3038,5.1539,0.393748
0.2925,2,4.3808,7.4873,0.0159,0.1495,0.0696,0.6547,0.707451
0.6794,5,3.6506,1.0746,0.224,1.1545,0.8177,4.2148,0.320577
0.5531,10,17.4938,3.1626,0.008,0.3241,0.1392,5.6706,0.446863
0.4432,4,12.3155,6.9472,0.0111,0.1551,0.137,1.9097,0.55682
0.1931,4,4.3088,5.5795,0.0016,0.1808,0.0068,0.7791,0.806936
0.0975,3,4.1342,14.1289,0.0004,0.0711,0.0015,0.2941,0.902465
0.1374,3,13.032,31.6072,0.0003,0.032,0.0042,0.4165,0.862563
0.0935,6,6.8379,12.1917,0,0.082,0.0002,0.561,0.906522
0.5702,1,1.1187,1.9621,0.676,1.1857,0.7563,1.3264,0.429843
0.2111,4,10.3989,12.3153,0.0009,0.0821,0.0093,0.8537,0.788903
0.637,5,4.1951,1.3171,0.1377,0.897,0.5777,3.7629,0.362965
0.8877,4,5.3278,1.5004,1.1469,1.8134,6.1106,9.6615,0.112289
0.3989,7,5.73,2.0519,0.0074,0.4947,0.0421,2.8346,0.601075
0.796,6,6.7198,1.407,0.3106,1.0213,2.0872,6.8632,0.204012
0.0348,5,1.4571,8.3641,0,0.1196,0,0.1742,0.965158
0.6721,2,7.0523,5.2467,0.1634,0.354,1.1521,2.4962,0.327927
0.2951,3,11.5465,13.0429,0.0039,0.0806,0.0449,0.9302,0.704909
0.3937,1,9.7311,24.7163,0.0263,0.0667,0.2557,0.6494,0.606288
0.2044,7,2.5266,1.7659,0.0009,0.5671,0.0022,1.4329,0.795608
0.3084,10,10.3879,3.3686,0.0006,0.2974,0.0058,3.0896,0.691622
0.015,5,3.9563,52.7396,0,0.019,0,0.075,0.984997
0.8114,10,1.9265,0.2374,1.0326,5.2444,1.9894,10.1033,0.188603
0.4098,7,1.8465,0.6436,0.0259,1.5796,0.0478,2.9167,0.590154
0.1741,9,3.3203,2.1194,0.0001,0.472,0.0005,1.5671,0.825931
0.9556,2,7.8321,4.0979,2.5751,2.8191,20.1683,22.0796,0.044366
0.6218,4,17.1589,6.8989,0.0343,0.1792,0.5885,3.0757,0.378203
0.806,2,19.0939,11.845,0.1592,0.2436,3.039,4.651,0.19401
0.6622,2,10.9449,8.2639,0.0986,0.2196,1.0787,2.4031,0.337789
0.6546,2,2.0307,1.5511,0.5049,1.1496,1.0253,2.3345,0.34542
0.6633,4,17.1409,6.4605,0.0473,0.2021,0.8108,3.464,0.336708
0.9382,6,13.6806,2.4302,0.9322,1.3437,12.7537,18.3831,0.061767
0.6815,6,9.9663,2.4374,0.075,0.4853,0.7478,4.8367,0.318503
0.2901,8,4.8935,2.1088,0.0015,0.4757,0.0074,2.3279,0.709935
0.5399,6,14.9441,4.6134,0.0145,0.2313,0.2165,3.4558,0.460115
0.2426,2,8.2525,17.0078,0.005,0.0638,0.0411,0.5263,0.75739
0.1562,8,14.1983,11.3592,0,0.0881,0.0005,1.2504,0.843758
0.1809,8,7.7461,5.3514,0.0001,0.187,0.0009,1.4484,0.819063
0.1212,6,8.4998,11.6879,0,0.0856,0.0004,0.7277,0.878795
0.5458,2,3.19,2.9224,0.1566,0.4988,0.4995,1.5911,0.454219
0.5264,5,8.0643,3.064,0.0284,0.3547,0.2286,2.8606,0.473612
0.2867,6,3.3987,1.976,0.0038,0.5099,0.0131,1.7331,0.713333
0.0425,2,9.0984,107.023,0.0001,0.0094,0.0005,0.0855,0.957493
0.565,7,5.1078,1.2914,0.0459,0.8202,0.2343,4.1896,0.434967
0.2475,8,13.097,6.6146,0.0003,0.1515,0.0036,1.9836,0.752498
0.7074,3,14.6456,6.9016,0.0876,0.2325,1.2834,3.4055,0.292646
0.2047,4,12.8899,15.7449,0.0006,0.0642,0.0083,0.827,0.795332
0.4083,4,17.355,10.6271,0.0057,0.0998,0.0994,1.7325,0.591726
0.2908,9,2.4386,0.9318,0.0023,1.0755,0.0056,2.6226,0.709225
0.1837,6,8.7656,7.9519,0.0002,0.126,0.0022,1.1045,0.816279
0.2742,4,10.3835,9.4673,0.0022,0.1078,0.023,1.1198,0.725807
0.074,3,11.5153,51.8426,0.0001,0.0193,0.0007,0.2228,0.92596
0.643,1,5.3405,8.3053,0.2169,0.3373,1.1583,1.8013,0.356978
0.5971,9,2.022,0.3763,0.1223,2.7801,0.2474,5.6214,0.402885
0.1832,3,14.9479,27.1961,0.0007,0.0374,0.0101,0.5597,0.816789
0.9515,9,12.9063,1.5071,1.2788,1.9423,16.5047,25.0681,0.048508
0.8067,9,2.6635,0.3669,0.7431,3.4689,1.9793,9.2395,0.193313
0.4695,4,12.1623,6.4761,0.0142,0.1686,0.1726,2.0506,0.530492
0.6295,5,15.3111,4.8647,0.0355,0.241,0.543,3.6904,0.370524
0.3204,10,15.0804,4.7065,0.0005,0.2129,0.0071,3.2112,0.679587
0.2998,4,12.3778,10.3205,0.0026,0.0995,0.0317,1.231,0.700166
0.4635,3,10.9184,7.8522,0.0194,0.1467,0.2118,1.6023,0.536502
0.5764,8,4.0605,0.8806,0.0561,1.1917,0.2279,4.8388,0.423634
0.8512,4,8.3242,2.4448,0.4851,0.8942,4.0384,7.4433,0.148784
0.1562,6,4.0631,4.3366,0.0003,0.2309,0.0011,0.9381,0.843844
0.8823,6,9.5067,1.7958,0.5594,1.1163,5.3184,10.6123,0.117692
0.7529,6,6.1429,1.3599,0.2278,0.9631,1.3992,5.9165,0.247114
0.1049,9,8.1586,8.6389,0,0.1158,0,0.9444,0.895067
0.425,1,3.4082,8.0199,0.0922,0.2168,0.3141,0.739,0.575031
0.1698,8,11.1278,8.1925,0.0001,0.1221,0.0007,1.3589,0.830214
0.1537,10,12.3645,8.0464,0,0.1243,0.0002,1.5368,0.846335
0.0332,6,7.8392,39.3213,0,0.0254,0,0.1994,0.966773
0.6712,7,6.7116,1.4285,0.092,0.792,0.6173,5.3158,0.328787
0.4104,4,1.4667,0.8934,0.0692,1.1884,0.1015,1.7431,0.589595
0.539,10,7.8907,1.4641,0.0151,0.6982,0.1194,5.509,0.461045
0.4784,1,6.8555,14.3306,0.064,0.1338,0.4387,0.9171,0.521618
0.4755,6,9.381,3.2884,0.0126,0.3167,0.1181,2.9708,0.524543
0.8293,4,15.193,4.5803,0.2133,0.4316,3.24,6.557,0.170739
0.9346,2,19.7465,10.5637,0.6566,0.7512,12.9646,14.8339,0.065363
0.6733,5,1.4317,0.4253,0.5432,2.8946,0.7776,4.1442,0.326692
0.9339,3,15.4333,5.5086,0.8077,0.9893,12.4658,15.2675,0.066109
0.2921,4,12.4604,10.6653,0.0023,0.0961,0.0288,1.1971,0.707923
0.1322,5,12.3162,18.6307,0.0001,0.0538,0.001,0.6621,0.867786
0.7415,9,13.0264,1.9519,0.078,0.5903,1.0158,7.6897,0.25846
0.1583,3,8.9952,18.9376,0.0007,0.0535,0.0065,0.4815,0.841669
0.8052,5,2.4071,0.5979,1.0069,2.6794,2.4236,6.4496,0.194798
0.1888,1,10.8433,57.4281,0.0041,0.0215,0.0439,0.2328,0.811185
0.1972,8,2.8323,1.795,0.0004,0.5576,0.0013,1.5792,0.802762
0.7762,10,1.8025,0.2322,0.7556,5.0619,1.3619,9.1241,0.223781
0.0156,7,14.6557,134.1388,0,0.0075,0,0.1093,0.984392
0.9272,4,15.931,4.2955,0.6789,0.9117,10.8148,14.5236,0.072806
0.4452,4,14.2768,8.0173,0.0098,0.1345,0.1395,1.9202,0.554812
0.4306,3,4.7003,3.6384,0.0345,0.3093,0.1621,1.4539,0.569379
0.7109,8,13.8131,2.4288,0.0589,0.4706,0.8132,6.5003,0.289107
0.4357,5,13.0416,5.9861,0.0076,0.1747,0.0997,2.2784,0.56427
0.2808,4,11.5214,10.2577,0.0022,0.0997,0.0251,1.1483,0.7192
0.2802,7,18.1432,9.2492,0.0005,0.1086,0.0086,1.9702,0.719771
0.3193,1,3.9705,12.4359,0.0377,0.1181,0.1498,0.469,0.680722
0.5684,5,19.997,7.0359,0.0164,0.1585,0.3274,3.1696,0.431573
0.3901,10,2.9622,0.7593,0.0067,1.3236,0.0198,3.9209,0.609891
0.4994,8,3.6953,0.925,0.0284,1.1095,0.1049,4.0998,0.500641
0.4096,8,19.2038,5.8604,0.002,0.1726,0.0384,3.3153,0.590387
0.4449,3,1.4782,1.1075,0.1233,1.0263,0.1823,1.517,0.555087
0.8498,5,12.7295,2.996,0.2975,0.6313,3.7875,8.0364,0.150225
0.778,3,7.5298,3.2263,0.294,0.6039,2.2137,4.5476,0.222048
0.1914,5,19.0729,19.9332,0.0002,0.0504,0.004,0.9609,0.808631
0.9504,9,11.5258,1.3474,1.3948,2.1369,16.0759,24.6299,0.049557
0.6271,1,14.1881,22.6256,0.0743,0.1185,1.0545,1.6816,0.372917
0.8216,2,17.9295,10.9117,0.1932,0.2848,3.4632,5.1063,0.178424
0.0146,2,12.1223,413.9109,0,0.0024,0,0.0293,0.985356
0.2359,8,13.0396,6.9096,0.0002,0.1449,0.0029,1.89,0.764105
0.0799,9,15.4371,21.4557,0,0.0466,0,0.7195,0.920057
0.8514,10,12.7865,1.5018,0.2475,0.9134,3.1651,11.6793,0.148579
0.8702,8,8.3808,1.2039,0.5094,1.34,4.2691,11.2304,0.129839
0.2178,5,1.2791,1.1747,0.0051,0.8564,0.0065,1.0954,0.782226
0.4569,5,11.81,5.1697,0.0103,0.2038,0.1221,2.4065,0.543109
0.1043,3,7.1021,22.697,0.0003,0.0443,0.0019,0.3148,0.895697
0.8893,4,9.8615,2.7724,0.6318,0.9925,6.2309,9.7879,0.110733
0.0782,10,13.3628,17.0862,0,0.0585,0,0.7821,0.921792
0.3971,2,14.3746,18.1001,0.012,0.0673,0.1727,0.9668,0.602914
0.3327,9,5.4874,1.8328,0.002,0.5476,0.0109,3.0049,0.667335
0.8439,4,1.0621,0.3146,3.5278,6.7061,3.7468,7.1226,0.156065
0.765,2,4.7687,3.117,0.4628,0.7836,2.207,3.7369,0.235049
0.4303,2,2.4332,2.8272,0.0914,0.4451,0.2225,1.0831,0.569685
0.3046,10,11.6624,3.8291,0.0005,0.2616,0.0054,3.0512,0.695428
0.6468,10,15.4645,2.3911,0.0237,0.4419,0.3667,6.8343,0.353236
0.4914,5,10.8343,4.4097,0.0155,0.2423,0.1677,2.6247,0.508617
0.477,10,9.0224,1.8915,0.0066,0.5352,0.0594,4.8292,0.523014
0.3037,7,18.9568,8.9166,0.0006,0.1128,0.0122,2.1382,0.696284
0.851,10,12.0349,1.4142,0.2616,0.9687,3.1479,11.6576,0.149025
0.2365,10,4.2563,1.7997,0.0004,0.556,0.0015,2.3666,0.763494
0.3481,8,16.4133,5.8933,0.0011,0.1707,0.0174,2.8025,0.651864
0.6294,8,19.8095,3.9341,0.0191,0.2733,0.3785,5.4138,0.370587
0.1504,6,17.7241,19.6391,0.0001,0.051,0.001,0.9035,0.849585
0.245,7,18.5909,10.8424,0.0003,0.0925,0.0048,1.7194,0.75505
0.2454,9,3.6111,1.6349,0.0007,0.6124,0.0025,2.2113,0.754577
0.0966,2,15.2689,79.027,0.0002,0.0129,0.0036,0.1968,0.903394
0.8796,9,3.9671,0.5011,1.179,3.1744,4.677,12.5931,0.120441
0.527,1,5.7536,10.9183,0.102,0.1936,0.5871,1.114,0.473031
0.2611,1,12.8557,49.2301,0.0072,0.0275,0.0923,0.3534,0.738865
0.5359,2,5.4927,5.1251,0.0851,0.2802,0.4674,1.5391,0.464141
0.5135,10,10.1834,1.9831,0.0089,0.5131,0.0902,5.2252,0.486497
0.3584,4,16.5193,11.5216,0.0037,0.0905,0.0608,1.4945,0.641558
0.8782,6,7.1212,1.3515,0.709,1.4489,5.0488,10.3179,0.12182
0.2934,8,18.248,7.7753,0.0004,0.129,0.0078,2.3547,0.706635
0.168,10,1.2767,0.7601,0.0002,1.3159,0.0003,1.68,0.83203
0.7809,6,1.0223,0.2182,1.7693,6.3523,1.8087,6.494,0.219127
0.4701,9,12.616,2.9819,0.0051,0.3405,0.0645,4.2954,0.529907
0.7309,8,4.4112,0.7544,0.2229,1.5485,0.9832,6.8307,0.26906
0.0993,4,10.1353,25.5148,0.0001,0.0393,0.0007,0.398,0.900692
0.1014,8,8.2562,10.1788,0,0.0983,0.0001,0.8112,0.89861
0.801,1,14.283,17.8307,0.2258,0.2819,3.225,4.026,0.198964
0.726,2,18.4682,12.7187,0.0902,0.1688,1.6661,3.1181,0.273975
0.2045,3,14.1317,23.0358,0.001,0.0444,0.0141,0.6276,0.795511
0.3927,7,5.5742,2.0275,0.007,0.5002,0.0392,2.7884,0.607253
0.5258,3,3.2995,2.0918,0.1037,0.5818,0.3423,1.9197,0.474207
0.1717,10,19.0142,11.0749,0,0.0903,0.0003,1.7172,0.828313
0.5211,8,1.6228,0.3893,0.081,2.65,0.1315,4.3004,0.478889
0.9933,3,2.1884,0.7344,67.1663,68.528,146.9867,149.9667,0.006676
0.6898,2,5.5771,4.0427,0.2327,0.4801,1.2979,2.6774,0.310226
0.4766,1,11.2538,23.6118,0.0386,0.0809,0.434,0.9106,0.523383
0.7274,10,19.4499,2.6739,0.0424,0.4164,0.8244,8.0983,0.272603
0.0071,8,1.6709,29.3162,0,0.0341,0,0.057,0.992876
0.229,8,15.2618,8.3302,0.0002,0.1202,0.0025,1.8346,0.770986
0.0651,6,18.5009,47.3421,0,0.0211,0,0.3908,0.934868
0.6422,9,11.4388,1.9791,0.0337,0.539,0.3857,6.1654,0.357805
0.8038,8,11.4526,1.7811,0.1761,0.7376,2.0173,8.4475,0.196223
0.4702,3,4.234,3.0017,0.0527,0.3859,0.2233,1.6338,0.529826
0.8772,3,15.679,5.9582,0.3584,0.5263,5.6199,8.2514,0.122827
0.725,7,17.8995,3.5271,0.0561,0.3396,1.0044,6.0793,0.275024
0.5185,6,14.3242,4.6041,0.0124,0.2296,0.1779,3.2891,0.481465
0.6305,1,7.6083,12.0664,0.1414,0.2243,1.0761,1.7066,0.369461
0.8683,5,14.8206,3.4137,0.3141,0.6071,4.6558,8.9973,0.131694
0.5758,10,14.1263,2.4532,0.0125,0.4202,0.1771,5.9355,0.424161
0.5523,4,15.9355,7.2135,0.0214,0.1601,0.3417,2.5508,0.447721
0.318,8,19.234,7.5601,0.0006,0.1329,0.0114,2.5555,0.681982
0.5097,4,17.5679,8.6164,0.0138,0.1298,0.2421,2.281,0.490277
0.4355,4,14.8983,8.5523,0.0086,0.1255,0.1279,1.8699,0.564494
0.0715,6,16.2958,37.9798,0,0.0263,0.0001,0.4291,0.928489
0.0311,10,1.1945,3.835,0,0.2608,0,0.3115,0.968852
0.2882,1,5.6724,19.6794,0.0206,0.0714,0.1167,0.405,0.71176
0.6853,4,7.9784,2.9104,0.1206,0.4642,0.9621,3.7034,0.314674
0.5084,10,19.2737,3.7913,0.0044,0.2682,0.0851,5.1688,0.491639
0.6591,1,7.3077,11.0876,0.1744,0.2646,1.2742,1.9333,0.340913
0.2063,9,7.4949,4.0367,0.0001,0.2479,0.0011,1.8578,0.793701
0.3473,7,1.6143,0.6641,0.0138,1.5196,0.0223,2.4532,0.652731
0.0606,8,4.0974,8.4541,0,0.1183,0,0.4847,0.939417
0.9816,9,2.6258,0.2972,19.0732,22.4378,50.0825,58.9171,0.018378
0.282,2,12.5056,22.1757,0.005,0.0501,0.0627,0.6266,0.718034
0.5839,3,15.0379,8.5842,0.0349,0.1514,0.5248,2.2766,0.416064
0.1916,10,10.8541,5.6663,0,0.1765,0.0005,1.9161,0.808445
0.1692,3,5.9355,11.6958,0.0013,0.0868,0.0079,0.5154,0.830837
0.0489,8,18.7842,47.9851,0,0.0208,0,0.3915,0.951068
0.1985,9,11.9655,6.6962,0.0001,0.1494,0.0009,1.7878,0.801453
0.1303,3,16.9907,43.4716,0.0002,0.0232,0.0036,0.3945,0.869718
0.2827,8,4.2578,1.8824,0.0015,0.5328,0.0066,2.2685,0.717256
0.0565,1,4.5195,79.9705,0.0007,0.0133,0.0034,0.0599,0.943485
0.135,1,5.0978,37.7753,0.0041,0.0306,0.0211,0.156,0.865049
0.3714,2,3.8134,5.1339,0.0369,0.2316,0.1406,0.8834,0.628608
0.774,9,19.348,2.7774,0.0727,0.4328,1.4075,8.3737,0.225974
0.3697,3,13.5099,12.1825,0.007,0.0891,0.0951,1.204,0.630346
0.9776,6,8.6199,1.4695,4.7627,5.4431,41.0536,46.9193,0.02238
0.1751,10,3.9875,2.2768,0.0001,0.4393,0.0003,1.7517,0.82486
0.9853,5,3.1959,0.6487,20.2127,21.7542,64.5979,69.5243,0.014706
0.0689,2,12.6631,91.872,0.0001,0.011,0.0015,0.1394,0.931083
0.4517,10,9.7011,2.1479,0.0045,0.4701,0.0438,4.5604,0.548348
0.0674,5,16.0382,47.5884,0,0.021,0.0001,0.3371,0.932596
0.6495,5,18.5255,5.7049,0.0345,0.2098,0.6396,3.8869,0.350542
0.7505,10,15.4963,2.0648,0.0673,0.5516,1.0429,8.5479,0.249505
0.9228,10,15.9954,1.7334,0.5552,1.1321,8.8814,18.1091,0.077231
0.3397,8,13.8495,5.0964,0.0011,0.1973,0.0155,2.733,0.660312
0.3901,8,1.2955,0.4152,0.0233,2.432,0.0302,3.1506,0.609947
0.0262,7,15.6358,85.2393,0,0.0117,0,0.1834,0.973795
0.8973,2,8.1408,4.5362,0.9175,1.1379,7.4689,9.2636,0.10268
0.5491,3,13.1653,7.9917,0.0309,0.156,0.407,2.0544,0.450879
0.2212,2,17.1986,38.8686,0.0019,0.0276,0.0319,0.4744,0.77876
0.0235,3,15.3175,217.3862,0,0.0046,0,0.0705,0.976513
0.5223,10,6.26,1.1986,0.0159,0.8502,0.0995,5.3222,0.477724
0.0185,8,5.0884,34.4612,0,0.029,0,0.1477,0.981543
0.0478,2,5.1621,53.9928,0.0001,0.0186,0.0006,0.0962,0.952196
0.8854,6,15.8867,2.9905,0.3484,0.6828,5.5345,10.847,0.114591
0.0852,8,3.4598,5.0738,0,0.1971,0,0.6819,0.914764
0.3361,2,3.5813,5.3281,0.0291,0.2168,0.1042,0.7764,0.663925
0.1652,10,14.8477,8.9902,0,0.1112,0.0003,1.6518,0.834846
0.2707,8,8.2979,3.8322,0.0006,0.2616,0.0054,2.1707,0.729338
0.5144,1,13.3317,25.9158,0.0409,0.0795,0.545,1.0594,0.485577
0.856,10,16.9659,1.982,0.1973,0.7019,3.3481,11.9079,0.144021
0.7593,2,7.1512,4.7089,0.296,0.5084,2.1168,3.6355,0.240674
0.8536,4,1.6151,0.473,2.5627,4.6766,4.1389,7.5532,0.146439
0.8787,5,3.4511,0.7855,1.526,2.799,5.2663,9.6597,0.121317
0.1978,6,19.4232,16.3663,0.0001,0.0613,0.0029,1.1897,0.802203
0.407,4,15.7032,9.6462,0.0063,0.1099,0.0982,1.7262,0.59302
0.824,5,13.5117,3.2793,0.2152,0.5201,2.9071,7.0274,0.175951
0.8875,2,18.8784,10.6358,0.3515,0.4455,6.6349,8.4099,0.11251
0.7468,3,17.4937,7.8085,0.0988,0.2269,1.7292,3.9696,0.253216
0.5754,2,4.3683,3.7959,0.1392,0.4027,0.6082,1.759,0.424599
0.3877,2,3.7703,4.8625,0.0425,0.2482,0.1603,0.9357,0.612308
0.3909,5,1.6577,0.8481,0.0383,1.2174,0.0634,2.0181,0.609059
0.1538,5,2.5774,3.3512,0.0007,0.2991,0.0018,0.7709,0.846182
0.1225,3,9.7457,26.519,0.0003,0.038,0.003,0.3705,0.8775
0.2657,7,16.783,9.0242,0.0004,0.1112,0.0068,1.8666,0.734318
0.8798,5,9.3181,2.1183,0.5726,1.0447,5.336,9.7348,0.120242
0.8354,6,17.4336,3.4781,0.1778,0.4653,3.0999,8.1123,0.164596
0.7968,10,17.6689,2.2175,0.096,0.547,1.696,9.6641,0.203189
0.1948,2,1.0513,2.6979,0.0215,0.3922,0.0226,0.4123,0.805166
0.9853,9,15.3726,1.7336,4.1388,4.7156,63.6238,72.4914,0.01471
0.4737,4,13.6808,7.2206,0.0131,0.1516,0.1789,2.0735,0.52633
0.7375,3,10.7057,4.8388,0.1504,0.3571,1.61,3.8225,0.262505
0.4276,2,8.686,10.1569,0.0251,0.1236,0.218,1.0732,0.57241
0.9795,6,13.8188,2.3513,3.2684,3.6937,45.1659,51.043,0.02049
0.5164,5,13.2972,5.1503,0.0158,0.2099,0.2095,2.7913,0.48363
0.9743,6,15.6583,2.6785,2.2578,2.6312,35.3536,41.1996,0.025664
0.232,4,14.9075,16.063,0.0009,0.0631,0.0128,0.9409,0.767984
0.275,8,9.6386,4.381,0.0006,0.2289,0.0058,2.2059,0.724986
0.6769,10,4.1201,0.6087,0.1204,1.7633,0.4962,7.2651,0.323116
0.9277,1,18.0635,19.4703,0.6595,0.7108,11.9123,12.8401,0.072254
0.3918,1,3.5451,9.0481,0.0712,0.1817,0.2524,0.6442,0.608195
0.925,7,9.2984,1.436,1.0502,1.7466,9.7656,16.2408,0.074975
0.4342,10,6.3463,1.4616,0.0056,0.6898,0.0353,4.3775,0.565786
0.9088,5,9.6921,2.133,0.8118,1.2806,7.8681,12.4119,0.091241
0.7063,3,14.538,6.8614,0.0876,0.2333,1.2732,3.392,0.293728
0.1234,6,11.2488,15.1938,0,0.0659,0.0005,0.7408,0.876608
0.533,6,6.032,1.8862,0.0337,0.5639,0.2033,3.4013,0.467009
0.619,1,17.0497,27.5424,0.059,0.0953,1.0059,1.6249,0.380965
0.4904,10,1.4344,0.2925,0.0484,3.4669,0.0694,4.9729,0.509641
0.7046,2,15.4249,10.9461,0.0931,0.1844,1.4358,2.8449,0.295414
0.4835,1,2.5926,5.3625,0.1745,0.361,0.4525,0.936,0.516533
0.6509,6,15.8758,4.0653,0.0362,0.2822,0.5743,4.4794,0.34914
0.0746,5,11.8921,31.8688,0,0.0314,0.0001,0.3733,0.925368
0.6437,10,13.7462,2.1355,0.0259,0.4941,0.3555,6.7926,0.356294
0.0615,5,18.3032,59.5017,0,0.0168,0.0001,0.3077,0.938478
0.9871,5,16.6447,3.3723,4.4679,4.7645,74.3675,79.3032,0.012857
0.3053,6,7.1781,3.9188,0.0024,0.2575,0.017,1.8487,0.694718
0.5565,8,18.6164,4.1818,0.0101,0.2492,0.1875,4.6393,0.443526
0.8087,5,12.7979,3.1652,0.1957,0.5116,2.5043,6.5476,0.191341
0.5014,9,17.0648,3.7814,0.0054,0.2698,0.0915,4.6043,0.49858
0.0441,1,4.6689,105.8076,0.0004,0.0099,0.002,0.0462,0.955874
0.1992,8,15.4237,9.6767,0.0001,0.1034,0.0013,1.5952,0.800762
0.532,4,6.5704,3.0875,0.0442,0.3681,0.2904,2.4185,0.467992
0.4579,3,11.579,8.43,0.0175,0.1361,0.2024,1.576,0.542149
0.6686,9,11.3505,1.8863,0.0439,0.5741,0.4986,6.5161,0.331394
0.969,6,10.0406,1.727,2.8525,3.4316,28.6413,34.4551,0.03103
0.8043,5,14.4737,3.599,0.1661,0.4439,2.4036,6.4252,0.195677
0.0112,1,19.8645,1770.3545,0,0.0006,0.0001,0.0113,0.988779
0.5718,7,14.3178,3.5772,0.0174,0.297,0.2496,4.2521,0.428212
0.4033,6,19.3242,7.9865,0.0029,0.1281,0.056,2.4756,0.596732
0.464,6,17.2203,6.1857,0.0061,0.1678,0.1054,2.8893,0.536018
0.7069,5,1.333,0.3771,0.7699,3.4216,1.0263,4.561,0.29306
0.6624,3,9.2757,4.668,0.0996,0.3138,0.9237,2.9108,0.337638
0.6804,5,4.6157,1.3569,0.1785,0.9155,0.824,4.2257,0.319645
0.115,2,8.882,38.6211,0.0006,0.0265,0.0057,0.2356,0.885011
0.981,8,16.6305,2.119,2.9246,3.3966,48.6383,56.4867,0.018956
0.8646,6,10.038,1.9349,0.4271,0.944,4.2875,9.4754,0.135353
0.1191,4,14.2408,29.8981,0.0001,0.0335,0.0014,0.4777,0.880922
0.627,1,6.3898,10.1915,0.1649,0.263,1.0538,1.6808,0.373027
0.6602,5,9.1373,2.7681,0.0764,0.4377,0.6984,3.9993,0.339808
0.6186,6,1.028,0.277,0.4228,4.0332,0.4346,4.1461,0.381418
0.6789,4,3.0096,1.1082,0.3041,1.2064,0.9152,3.6308,0.32109
