rho,s,lambda,mu,Wq,W,Lq,Ls,P?
0.5704,7,18.6709,4.6757,0.0132,0.2271,0.2465,4.2397,0.42955
0.5649,7,17.7103,4.4787,0.0132,0.2365,0.2341,4.1884,0.43509
0.5641,7,17.6318,4.4653,0.0132,0.2371,0.2323,4.1809,0.43591
0.5427,8,12.4318,2.8633,0.0132,0.3624,0.1636,4.5053,0.457284
0.5226,8,10.1296,2.4228,0.0132,0.4259,0.1335,4.3144,0.477389
0.5213,7,11.6534,3.1934,0.0132,0.3264,0.1543,3.8035,0.478685
0.6119,10,19.3835,3.1678,0.0133,0.329,0.2573,6.3763,0.388104
0.5865,8,18.868,4.0213,0.0133,0.262,0.2514,4.9434,0.4135
0.5854,10,14.738,2.5177,0.0133,0.4105,0.1957,6.0494,0.414623
0.541,7,14.0641,3.7136,0.0133,0.2826,0.1867,3.9739,0.458974
0.5308,6,15.017,4.7148,0.0133,0.2254,0.1993,3.3844,0.469159
0.6073,10,18.2899,3.0117,0.0134,0.3455,0.2455,6.3185,0.3927
0.5837,9,16.1181,3.0683,0.0134,0.3393,0.2162,5.4693,0.416319
0.5583,7,16.4024,4.1968,0.0134,0.2517,0.22,4.1283,0.441671
0.5478,8,12.8764,2.9381,0.0134,0.3537,0.1721,4.5547,0.452173
0.5069,7,9.9682,2.8093,0.0134,0.3694,0.1339,3.6821,0.493109
0.5812,8,17.6382,3.7935,0.0135,0.2772,0.2388,4.8885,0.418799
0.5781,8,17.1342,3.7051,0.0135,0.2834,0.2317,4.8561,0.421943
0.5775,7,19.5388,4.8332,0.0135,0.2204,0.2633,4.306,0.422477
0.5275,9,8.9892,1.8935,0.0135,0.5416,0.1211,4.8685,0.472511
0.5041,5,13.9527,5.5355,0.0135,0.1941,0.188,2.7086,0.495879
0.5848,10,14.3567,2.4549,0.0136,0.4209,0.1946,6.0428,0.415173
0.5829,9,15.7874,3.0096,0.0136,0.3459,0.2144,5.4601,0.417144
0.5742,7,18.7877,4.6745,0.0136,0.2275,0.2552,4.2744,0.425829
0.5447,10,9.3654,1.7193,0.0136,0.5952,0.1272,5.5745,0.455268
0.5408,8,11.7995,2.7275,0.0136,0.3802,0.1604,4.4866,0.459225
0.5376,8,11.406,2.6521,0.0136,0.3907,0.1554,4.4562,0.462402
0.5349,5,18.0539,6.7501,0.0136,0.1618,0.2462,2.9208,0.46508
0.5738,8,16.2734,3.545,0.0137,0.2957,0.2223,4.8128,0.426187
0.5631,6,19.4772,5.7649,0.0137,0.1872,0.2669,3.6455,0.4369
0.5512,7,14.9653,3.8786,0.0137,0.2716,0.2057,4.0641,0.448797
0.5464,6,16.8069,5.127,0.0137,0.2087,0.2296,3.5078,0.453642
0.5201,7,11.1453,3.0612,0.0137,0.3404,0.1525,3.7933,0.47988
0.5117,4,17.9905,8.7903,0.0137,0.1274,0.246,2.2927,0.488341
0.6092,10,18.1009,2.9713,0.0138,0.3504,0.2503,6.3421,0.390816
0.5943,10,15.5059,2.6092,0.0138,0.3971,0.2147,6.1575,0.405712
0.5923,10,15.2362,2.5723,0.0138,0.4026,0.2103,6.1335,0.407681
0.5427,8,11.8626,2.7325,0.0138,0.3797,0.1635,4.5048,0.457336
0.5798,7,19.2967,4.7546,0.0139,0.2243,0.2689,4.3274,0.420216
0.5757,7,18.575,4.6095,0.0139,0.2309,0.2588,4.2886,0.42432
0.5562,7,15.5229,3.9871,0.0139,0.2647,0.2156,4.1089,0.44382
0.5437,5,19.1317,7.0374,0.0139,0.156,0.2655,2.9841,0.456281
0.5117,5,14.5008,5.6676,0.0139,0.1903,0.2011,2.7596,0.488289
0.5765,8,16.2734,3.5286,0.014,0.2974,0.2282,4.84,0.423515
0.5534,7,15.0426,3.8831,0.014,0.2715,0.21,4.0839,0.44659
0.55,5,19.998,7.2724,0.014,0.1515,0.2801,3.0299,0.450031
0.5213,4,18.9595,9.0922,0.014,0.124,0.2663,2.3515,0.478686
0.5173,10,6.7287,1.3008,0.014,0.7827,0.0941,5.2668,0.482726
0.5154,5,14.8049,5.745,0.014,0.1881,0.2077,2.7847,0.484603
0.5071,8,8.1523,2.0094,0.014,0.5116,0.1138,4.1708,0.492871
0.6003,9,18.068,3.3444,0.0141,0.3131,0.2553,5.6577,0.399724
0.5536,6,17.4393,5.2499,0.0141,0.2045,0.2452,3.5671,0.446358
0.5264,5,16.2122,6.1596,0.0141,0.1765,0.2287,2.8607,0.473592
0.609,10,17.6448,2.8973,0.0142,0.3593,0.2498,6.3398,0.391002
0.5931,8,18.915,3.9868,0.0142,0.265,0.2678,5.0122,0.406946
0.5832,7,19.5194,4.7812,0.0142,0.2234,0.2776,4.3601,0.416787
0.5556,6,17.6225,5.2867,0.0142,0.2033,0.2495,3.5828,0.444444
0.5372,5,17.7445,6.6058,0.0142,0.1655,0.2511,2.9374,0.462759
0.5363,6,14.7192,4.5747,0.0142,0.2328,0.2095,3.427,0.463748
0.5174,10,6.6589,1.2869,0.0142,0.7912,0.0943,5.2686,0.482565
0.5154,7,10.2849,2.8507,0.0142,0.365,0.1456,3.7535,0.484586
0.5258,10,7.2543,1.3797,0.0143,0.739,0.1034,5.3611,0.474225
0.5083,5,13.6848,5.3843,0.0143,0.2,0.1951,2.7367,0.491682
0.5005,5,12.7263,5.0858,0.0143,0.2109,0.182,2.6843,0.499532
0.5004,5,12.7288,5.0878,0.0143,0.2108,0.1818,2.6837,0.499633
0.611,10,17.6502,2.8887,0.0144,0.3606,0.255,6.365,0.388995
0.5956,8,19.0617,4.0008,0.0144,0.2643,0.2743,5.0388,0.404438
0.5298,8,9.9527,2.3482,0.0144,0.4403,0.1436,4.382,0.470206
0.5172,8,8.7918,2.1247,0.0144,0.485,0.1264,4.2643,0.482756
0.5657,7,16.2637,4.1068,0.0145,0.258,0.2359,4.1961,0.434259
0.5453,8,11.6105,2.6613,0.0145,0.3902,0.1679,4.5305,0.45467
0.5537,6,16.7476,5.0414,0.0146,0.213,0.2453,3.5673,0.446333
0.5469,5,18.6365,6.8153,0.0146,0.1614,0.2728,3.0073,0.453101
0.526,4,18.9529,9.0074,0.0146,0.1256,0.2767,2.3809,0.473964
0.5146,10,6.2579,1.2162,0.0146,0.8368,0.0913,5.2369,0.485438
0.5125,9,7.0547,1.5295,0.0146,0.6684,0.1032,4.7157,0.487503
0.6114,9,19.4607,3.5365,0.0147,0.2974,0.2851,5.788,0.388568
0.5768,8,15.5526,3.3705,0.0147,0.3114,0.2289,4.8433,0.423201
0.5603,7,15.267,3.8923,0.0147,0.2716,0.2242,4.1465,0.439667
0.5493,6,16.0334,4.8652,0.0147,0.2202,0.2357,3.5313,0.450741
0.5452,9,9.903,2.0183,0.0147,0.5102,0.1459,5.0524,0.454825
0.5974,9,16.7352,3.1127,0.0148,0.3361,0.248,5.6244,0.402623
0.5972,8,18.7913,3.9333,0.0148,0.2691,0.2786,5.0561,0.402811
0.5797,9,14.0442,2.6919,0.0148,0.3863,0.2077,5.425,0.420302
0.5787,8,15.7359,3.3989,0.0148,0.309,0.2332,4.8629,0.421287
0.578,10,12.2756,2.1238,0.0148,0.4856,0.1812,5.9613,0.421986
0.5547,5,19.6408,7.0819,0.0148,0.156,0.2915,3.0649,0.445325
0.54,8,10.7314,2.4839,0.0148,0.4174,0.1593,4.4796,0.459952
0.5239,10,6.8501,1.3075,0.0148,0.7796,0.1013,5.3406,0.476073
0.508,4,16.1492,7.947,0.0148,0.1406,0.2388,2.2709,0.491972
0.5764,10,11.9312,2.0699,0.0149,0.498,0.1781,5.9422,0.423591
0.5629,6,17.8465,5.2837,0.0149,0.2042,0.2665,3.6442,0.437059
0.5592,9,11.3244,2.2502,0.0149,0.4593,0.1686,5.2011,0.440826
0.5519,8,12.0298,2.7246,0.0149,0.3819,0.1793,4.5946,0.448086
0.5263,4,18.5947,8.8324,0.0149,0.1281,0.2774,2.3826,0.473677
0.5047,10,5.4814,1.0861,0.0149,0.9356,0.0817,5.1284,0.495331
0.501,9,6.1307,1.3596,0.0149,0.7504,0.0911,4.6003,0.498979
0.6084,9,18.4811,3.3749,0.015,0.3113,0.2768,5.7529,0.391551
0.5699,8,14.2426,3.1242,0.015,0.3351,0.2139,4.7727,0.430143
0.5681,6,18.5529,5.4428,0.015,0.1988,0.2791,3.6878,0.431886
0.5663,7,15.7685,3.9782,0.015,0.2664,0.237,4.2008,0.43375
0.5636,8,13.4412,2.9809,0.015,0.3504,0.2013,4.7104,0.436353
0.5432,7,12.6836,3.3358,0.015,0.3148,0.1906,3.9929,0.456816
0.5312,7,11.3108,3.0417,0.015,0.3438,0.1699,3.8884,0.468782
0.5272,6,12.825,4.0545,0.015,0.2617,0.1928,3.3559,0.472807
0.6199,10,18.4517,2.9766,0.0151,0.3511,0.2792,6.4781,0.380114
0.5909,9,15.36,2.8885,0.0151,0.3613,0.2324,5.5501,0.409144
0.5445,9,9.5914,1.9574,0.0151,0.526,0.1448,5.0449,0.455536
0.5272,5,15.2172,5.7732,0.0151,0.1883,0.2302,2.866,0.472834
0.618,10,17.9947,2.912,0.0152,0.3586,0.2738,6.4533,0.382047
0.6097,10,16.5513,2.7145,0.0152,0.3836,0.2517,6.3492,0.390255
0.5991,8,18.7007,3.9019,0.0152,0.2715,0.2837,5.0764,0.400917
0.5885,7,19.1688,4.6529,0.0152,0.2301,0.2916,4.4114,0.41146
0.5663,7,15.5691,3.9273,0.0152,0.2699,0.2372,4.2015,0.433671
0.5638,8,13.2513,2.938,0.0152,0.3556,0.2015,4.7118,0.436216
0.5278,4,18.4589,8.7428,0.0152,0.1296,0.2808,2.3921,0.47217
0.5814,9,13.8385,2.6448,0.0153,0.3934,0.2112,5.4435,0.418634
0.5392,10,7.8116,1.4487,0.0153,0.7056,0.1198,5.5121,0.460772
0.5384,4,19.9866,9.2805,0.0153,0.1231,0.3058,2.4594,0.461597
0.5312,5,15.6003,5.8735,0.0153,0.1855,0.2384,2.8945,0.46879
0.5204,10,6.3872,1.2272,0.0153,0.8301,0.0975,5.302,0.479551
0.6176,10,17.6852,2.8635,0.0154,0.3646,0.2728,6.4488,0.382397
0.5909,9,15.0838,2.8361,0.0154,0.368,0.2326,5.551,0.409062
0.5681,6,18.1686,5.33,0.0154,0.203,0.2792,3.6879,0.431872
0.5562,10,9.324,1.6763,0.0154,0.612,0.1438,5.706,0.443787
0.5425,7,12.3167,3.2434,0.0154,0.3237,0.1893,3.9867,0.457511
0.5292,7,10.8131,2.9192,0.0154,0.358,0.1665,3.8706,0.470843
0.552,7,13.3434,3.4531,0.0155,0.3051,0.2073,4.0715,0.447974
0.5389,8,10.1559,2.3556,0.0155,0.44,0.1575,4.4688,0.461087
0.5376,10,7.6113,1.4159,0.0155,0.7217,0.1176,5.4932,0.46244
0.5332,9,8.2901,1.7277,0.0155,0.5943,0.1286,4.9271,0.46684
0.5327,6,13.0411,4.0804,0.0155,0.2606,0.2027,3.3988,0.467327
0.5166,9,6.9646,1.498,0.0155,0.6831,0.1079,4.7573,0.483399
0.6044,10,15.312,2.5335,0.0156,0.4103,0.2382,6.2821,0.395611
0.5155,9,6.8167,1.4693,0.0156,0.6962,0.1066,4.7459,0.48452
0.5146,4,16.1194,7.8313,0.0156,0.1433,0.252,2.3104,0.485415
0.5001,7,8.0409,2.2971,0.0156,0.4509,0.1251,3.6256,0.499928
0.6305,10,19.8569,3.1492,0.0157,0.3332,0.3112,6.6165,0.369464
0.5861,7,18.1214,4.4171,0.0157,0.2421,0.285,4.3876,0.413921
0.5793,10,11.7173,2.0227,0.0157,0.5101,0.1836,5.9767,0.420696
0.5521,8,11.422,2.5861,0.0157,0.4024,0.1796,4.5963,0.447905
0.5482,9,9.5881,1.9435,0.0157,0.5302,0.1504,5.0839,0.451839
0.5428,10,7.9309,1.461,0.0157,0.7002,0.1246,5.5531,0.457152
0.5305,6,12.6564,3.9764,0.0157,0.2672,0.1987,3.3815,0.469523
0.5231,8,8.5609,2.0459,0.0157,0.5045,0.1341,4.3186,0.476943
0.6175,10,17.2049,2.7862,0.0158,0.3748,0.2725,6.4476,0.382495
0.5646,9,11.2788,2.2197,0.0158,0.4663,0.1782,5.2595,0.435409
0.5405,7,11.7733,3.1117,0.0158,0.3371,0.1857,3.9692,0.459499
0.5364,8,9.7139,2.2638,0.0158,0.4575,0.1535,4.4445,0.463627
0.5129,5,12.881,5.0229,0.0158,0.2149,0.2032,2.7677,0.487105
0.6168,10,17.0566,2.7651,0.0159,0.3775,0.2707,6.4391,0.383154
0.5741,7,16.081,4.0019,0.0159,0.2657,0.2549,4.2733,0.425949
0.5455,7,12.2636,3.2114,0.0159,0.3273,0.1949,4.0137,0.454462
0.5282,4,17.7045,8.38,0.0159,0.1352,0.2816,2.3943,0.471826
0.5134,8,7.6351,1.8588,0.0159,0.5539,0.1215,4.2289,0.486571
0.513,6,10.6305,3.454,0.0159,0.3054,0.1689,3.2467,0.487039
0.5024,7,8.0725,2.2956,0.0159,0.4515,0.128,3.6444,0.497647
0.502,8,6.7975,1.6926,0.0159,0.6067,0.1079,4.124,0.497992
0.6209,10,17.5934,2.8336,0.016,0.3689,0.2821,6.4909,0.379116
0.6152,9,18.5015,3.3416,0.016,0.3153,0.2959,5.8326,0.384809
0.5669,6,17.2546,5.0725,0.016,0.2131,0.2762,3.6778,0.433067
0.5606,6,16.3355,4.8566,0.016,0.2219,0.261,3.6246,0.439402
0.548,9,9.3937,1.9045,0.016,0.5411,0.1503,5.0826,0.451962
0.6035,8,18.3942,3.8098,0.0161,0.2786,0.296,5.1241,0.396487
0.6014,10,14.3107,2.3796,0.0161,0.4364,0.231,6.2449,0.398608
0.5909,7,18.4534,4.4616,0.0161,0.2403,0.2979,4.4339,0.409139
0.5513,5,17.6408,6.4003,0.0161,0.1723,0.2831,3.0394,0.448748
0.5027,6,9.5228,3.1572,0.0161,0.3328,0.1534,3.1696,0.497295
0.6079,10,15.1936,2.4995,0.0162,0.4163,0.2469,6.3255,0.392142
0.5744,8,13.8231,3.0081,0.0162,0.3486,0.2236,4.819,0.42558
0.5711,6,17.7336,5.1754,0.0162,0.2094,0.2866,3.7132,0.42891
0.5652,6,16.8358,4.9643,0.0162,0.2176,0.2721,3.6634,0.43477
0.5563,6,15.4772,4.6373,0.0162,0.2319,0.2511,3.5886,0.443747
0.5563,5,18.2295,6.5538,0.0162,0.1688,0.2956,3.077,0.443701
0.5131,8,7.4793,1.8222,0.0162,0.565,0.121,4.2256,0.486926
0.5062,3,18.2235,12,0.0162,0.0995,0.2952,1.8139,0.493793
0.5037,7,8.0064,2.2707,0.0162,0.4566,0.1297,3.6556,0.496302
0.6351,10,19.9537,3.142,0.0163,0.3346,0.3258,6.6765,0.364933
0.5871,7,17.6786,4.3014,0.0163,0.2488,0.2878,4.3978,0.412865
0.579,9,12.6254,2.423,0.0163,0.429,0.2061,5.4167,0.421046
0.5755,6,18.2725,5.2919,0.0163,0.2053,0.298,3.751,0.424511
0.5749,6,18.1554,5.2633,0.0163,0.2063,0.2965,3.7459,0.425099
0.5442,4,19.6909,9.0462,0.0163,0.1268,0.3203,2.497,0.455825
0.5067,5,11.7721,4.6466,0.0163,0.2316,0.1924,2.7258,0.493303
0.6127,9,17.5646,3.1853,0.0164,0.3304,0.2887,5.803,0.387302
0.6124,9,17.5937,3.1921,0.0164,0.3296,0.2879,5.7996,0.387592
0.5617,9,10.5609,2.0892,0.0164,0.495,0.1729,5.228,0.438329
0.5616,8,12.0428,2.6803,0.0164,0.3895,0.1973,4.6904,0.438368
0.5211,4,16.2217,7.7821,0.0164,0.1449,0.2659,2.3504,0.478877
0.5873,7,17.4767,4.251,0.0165,0.2517,0.2883,4.3995,0.412685
0.5706,6,17.2418,5.0364,0.0165,0.2151,0.2853,3.7087,0.429427
0.554,5,17.5303,6.3291,0.0165,0.1745,0.2897,3.0595,0.446044
0.5385,4,18.5791,8.6248,0.0165,0.1324,0.3061,2.4603,0.46146
0.5027,10,4.8274,0.9603,0.0165,1.0579,0.0799,5.107,0.497286
0.6079,10,14.8862,2.4489,0.0166,0.4249,0.2469,6.3256,0.392131
0.6023,8,17.5786,3.648,0.0166,0.2908,0.2927,5.1113,0.397671
0.5812,9,12.6786,2.4236,0.0166,0.4292,0.211,5.4422,0.418752
0.5386,7,10.9656,2.9088,0.0166,0.3604,0.1823,3.9522,0.461448
0.5359,4,18.0843,8.4362,0.0166,0.1351,0.2997,2.4434,0.464085
0.5206,7,9.2571,2.5401,0.0166,0.4102,0.1533,3.7976,0.47938
0.5752,10,10.5128,1.8277,0.0167,0.5639,0.1759,5.9279,0.424797
0.5735,6,17.5322,5.0953,0.0167,0.213,0.2928,3.7336,0.426521
0.5698,9,11.2502,2.1939,0.0167,0.4725,0.1878,5.3157,0.430238
0.5269,9,7.2149,1.5214,0.0167,0.674,0.1204,4.8628,0.473068
0.5196,6,10.7519,3.4487,0.0167,0.3067,0.1797,3.2974,0.480386
0.6037,10,14.1118,2.3376,0.0168,0.4445,0.2365,6.2733,0.39632
0.5825,8,14.4019,3.0903,0.0168,0.3404,0.242,4.9023,0.417456
0.5763,8,13.5909,2.948,0.0168,0.356,0.2277,4.8379,0.423723
0.5123,8,7.1582,1.7466,0.0168,0.5893,0.1201,4.2185,0.487694
0.5002,6,8.8934,2.9633,0.0168,0.3543,0.1498,3.151,0.499799
0.6204,10,16.6067,2.6767,0.0169,0.3905,0.2807,6.4849,0.379586
0.5954,7,18.4086,4.4172,0.0169,0.2433,0.3105,4.478,0.404646
0.5937,7,18.0762,4.3495,0.0169,0.2468,0.3058,4.4617,0.406295
0.5539,7,12.4747,3.2174,0.0169,0.3277,0.211,4.0882,0.446109
0.5445,4,19.0565,8.7488,0.0169,0.1312,0.3212,2.4994,0.455456
0.5026,4,13.4857,6.7081,0.0169,0.166,0.2283,2.2386,0.497408
0.6194,10,16.3362,2.6376,0.017,0.3961,0.2778,6.4714,0.38063
0.565,7,13.8147,3.4932,0.017,0.3032,0.2342,4.1889,0.435038
0.5617,5,18.2271,6.4895,0.017,0.1711,0.3095,3.1182,0.438257
0.5497,8,10.2857,2.339,0.017,0.4446,0.1753,4.5728,0.450319
0.5313,4,16.9571,7.9783,0.017,0.1424,0.2889,2.4143,0.468651
0.5038,5,11.0421,4.3833,0.017,0.2451,0.1875,2.7066,0.496179
0.595,7,18.0559,4.3353,0.0171,0.2478,0.3094,4.4742,0.405023
0.5905,8,15.2595,3.2303,0.0171,0.3267,0.2612,4.9851,0.409516
0.5545,6,14.4124,4.3319,0.0171,0.248,0.2471,3.5741,0.445499
0.5495,10,7.8121,1.4218,0.0171,0.7205,0.1338,5.6283,0.450549
0.5273,7,9.5634,2.5907,0.0171,0.4031,0.1636,3.855,0.472661
0.5105,7,8.1253,2.274,0.0171,0.4568,0.1387,3.7118,0.489548
0.5035,4,13.4297,6.6677,0.0171,0.1671,0.2301,2.2442,0.496467
0.5399,6,12.6121,3.8937,0.0172,0.274,0.2165,3.4556,0.460149
0.5359,6,12.1401,3.7759,0.0172,0.282,0.2087,3.4238,0.464147
0.5048,10,4.7439,0.9398,0.0172,1.0813,0.0818,5.1294,0.495233
0.5041,3,16.9261,11.1923,0.0172,0.1065,0.2905,1.8028,0.495899
0.6104,9,16.337,2.9737,0.0173,0.3536,0.2823,5.7762,0.389569
0.5899,6,19.5855,5.5337,0.0173,0.198,0.3384,3.8776,0.410118
0.5889,8,14.8719,3.157,0.0173,0.3341,0.2572,4.968,0.411148
0.5842,7,16.1921,3.9592,0.0173,0.2699,0.2802,4.3699,0.415758
0.5835,10,11.0867,1.8999,0.0173,0.5436,0.1919,6.0272,0.416471
0.5738,5,19.8279,6.9111,0.0173,0.162,0.3425,3.2116,0.426198
0.5704,5,19.2305,6.7423,0.0173,0.1656,0.333,3.1852,0.429556
0.5582,8,11.0083,2.4651,0.0173,0.423,0.1908,4.6564,0.441796
0.5457,4,18.688,8.5615,0.0173,0.1342,0.3242,2.507,0.454302
0.5755,7,14.8837,3.6949,0.0174,0.288,0.2583,4.2864,0.424549
0.5662,9,10.4176,2.0445,0.0174,0.5065,0.181,5.2764,0.433848
0.55,7,11.7049,3.0404,0.0174,0.3463,0.2033,4.053,0.450038
0.55,6,13.6238,4.1285,0.0174,0.2596,0.2373,3.5373,0.450005
0.5262,3,19.6828,12.4676,0.0174,0.0977,0.3434,1.9221,0.473759
0.5002,5,10.4401,4.1743,0.0174,0.2569,0.1816,2.6826,0.499797
0.614,10,14.9984,2.4427,0.0175,0.4269,0.2629,6.403,0.385998
0.6119,10,14.7097,2.4039,0.0175,0.4335,0.2574,6.3766,0.388081
0.6009,9,14.6618,2.7109,0.0175,0.3864,0.257,5.6655,0.399054
0.5915,6,19.6441,5.535,0.0175,0.1981,0.3432,3.8923,0.408488
0.5732,6,16.6822,4.8502,0.0175,0.2237,0.2922,3.7317,0.42675
0.5728,9,11.0554,2.1446,0.0175,0.4838,0.1936,5.3486,0.427228
0.5637,6,15.3697,4.544,0.0175,0.2375,0.2685,3.6509,0.436263
0.546,5,15.4671,5.6659,0.0175,0.194,0.2707,3.0005,0.454028
0.6228,9,18.1609,3.2401,0.0176,0.3262,0.3189,5.924,0.377215
0.6075,8,17.4852,3.598,0.0176,0.2955,0.3074,5.167,0.392541
0.5914,7,17.0023,4.1068,0.0176,0.2611,0.2995,4.4395,0.408567
0.5864,7,16.2166,3.9509,0.0176,0.2707,0.2858,4.3903,0.413636
0.5648,7,13.3033,3.3649,0.0176,0.3148,0.2338,4.1874,0.435207
0.5418,4,17.8413,8.2328,0.0176,0.1391,0.3142,2.4813,0.458228
0.5073,3,16.9232,11.119,0.0176,0.1075,0.2978,1.8198,0.492664
0.5015,4,12.8862,6.4232,0.0176,0.1732,0.2263,2.2325,0.498455
0.6234,9,18.1339,3.2319,0.0177,0.3271,0.321,5.9319,0.376565
0.5868,8,14.2325,3.0321,0.0177,0.3475,0.252,4.946,0.413248
0.5518,8,10.1133,2.2911,0.0177,0.4542,0.179,4.5933,0.448219
0.5855,10,10.9936,1.8776,0.0178,0.5504,0.196,6.0512,0.414475
0.5666,8,11.6253,2.5649,0.0178,0.4077,0.2071,4.7395,0.433443
0.5407,6,12.2847,3.7869,0.0178,0.2818,0.2181,3.4621,0.459329
0.5274,9,6.787,1.4299,0.0178,0.7172,0.121,4.8674,0.47262
0.6083,10,13.8675,2.2799,0.0179,0.4565,0.2479,6.3304,0.391748
0.6052,10,13.4043,2.2147,0.0179,0.4695,0.2403,6.2927,0.394764
0.5988,9,14.0776,2.6121,0.0179,0.4007,0.2516,5.6411,0.40117
0.5986,10,12.5143,2.0906,0.0179,0.4963,0.2245,6.2106,0.401389
0.5355,9,7.3778,1.5309,0.0179,0.6711,0.1318,4.9509,0.46454
0.5324,5,13.4641,5.0576,0.0179,0.2156,0.2409,2.9031,0.467573
0.5276,3,19.3525,12.2262,0.0179,0.0997,0.347,1.9299,0.472376
0.6429,10,19.6177,3.0513,0.018,0.3457,0.3527,6.7819,0.35708
0.6287,10,16.962,2.6979,0.018,0.3887,0.3054,6.5925,0.371295
0.6081,10,13.762,2.2632,0.018,0.4598,0.2475,6.3283,0.391917
0.5929,7,16.8785,4.0668,0.018,0.2639,0.3035,4.4538,0.407104
0.5687,8,11.7699,2.587,0.018,0.4045,0.2115,4.7611,0.431297
0.5236,3,18.662,11.8808,0.018,0.1022,0.3367,1.9074,0.476409
0.5058,10,4.599,0.9093,0.018,1.1177,0.0827,5.1402,0.494245
0.5839,6,17.7583,5.0689,0.0181,0.2154,0.321,3.8244,0.416103
0.5819,7,15.1638,3.7228,0.0181,0.2867,0.2742,4.3475,0.418104
0.5777,9,11.2312,2.1603,0.0181,0.481,0.2035,5.4024,0.422339
0.5763,7,14.369,3.5618,0.0181,0.2989,0.2604,4.2945,0.423693
0.5592,6,14.2737,4.2539,0.0181,0.2531,0.2579,3.6133,0.440758
0.5468,6,12.738,3.8829,0.0181,0.2756,0.2305,3.511,0.453237
0.6081,8,16.9875,3.4921,0.0182,0.3046,0.3092,5.1737,0.391931
0.5701,6,15.5849,4.5559,0.0182,0.2377,0.2842,3.7051,0.429859
0.5639,10,8.5967,1.5244,0.0182,0.6741,0.1562,5.7954,0.436079
0.5474,4,18.0645,8.25,0.0182,0.1394,0.3287,2.5183,0.45259
0.5305,4,15.7594,7.4261,0.0182,0.1529,0.287,2.4092,0.46946
0.5203,6,9.9347,3.1825,0.0182,0.3324,0.1808,3.3025,0.479721
0.5168,4,14.0688,6.806,0.0182,0.1652,0.2566,2.3237,0.483219
0.5551,6,13.564,4.0726,0.0183,0.2639,0.2485,3.579,0.444906
0.5547,7,11.5998,2.9875,0.0183,0.353,0.2126,4.0953,0.445327
0.5201,6,9.8844,3.1675,0.0183,0.334,0.1805,3.3011,0.479907
0.5143,4,13.7684,6.6931,0.0183,0.1677,0.2514,2.3085,0.485721
0.5045,10,4.444,0.8809,0.0183,1.1535,0.0815,5.1262,0.495525
0.542,5,14.2386,5.2545,0.0184,0.2087,0.2615,2.9713,0.458042
0.5071,8,6.1685,1.5207,0.0184,0.676,0.1137,4.1702,0.492944
0.5065,6,8.6404,2.8434,0.0184,0.3701,0.1589,3.1977,0.493538
0.604,10,12.8098,2.1209,0.0185,0.49,0.2373,6.2771,0.396013
0.5921,6,18.6084,5.2376,0.0185,0.2095,0.3451,3.898,0.407859
0.5807,9,11.3317,2.1682,0.0185,0.4797,0.2098,5.4362,0.419296
0.5524,8,9.7261,2.201,0.0185,0.4728,0.1801,4.5989,0.447642
0.5488,8,9.3858,2.1378,0.0185,0.4863,0.1738,4.5642,0.451197
0.5404,4,16.757,7.7526,0.0185,0.1475,0.3107,2.4721,0.459633
0.5105,3,16.4712,10.754,0.0185,0.1115,0.3051,1.8368,0.489457
0.6392,10,18.2833,2.8603,0.0186,0.3682,0.3397,6.7317,0.360801
0.6232,8,19.2149,3.8541,0.0186,0.278,0.3569,5.3425,0.376805
0.5778,6,16.3299,4.7107,0.0186,0.2309,0.3041,3.7706,0.422247
0.5112,5,10.7497,4.2054,0.0186,0.2564,0.2002,2.7564,0.488761
0.5808,10,10.0011,1.7218,0.0187,0.5994,0.1866,5.995,0.419161
0.5781,7,14.1393,3.4943,0.0187,0.3049,0.2646,4.3111,0.421937
0.5717,5,18.0141,6.3016,0.0187,0.1774,0.3366,3.1953,0.428271
0.5668,9,9.7662,1.9146,0.0187,0.541,0.1822,5.2831,0.433232
0.5443,4,17.0994,7.8541,0.0187,0.1461,0.3206,2.4977,0.455718
0.5437,4,17.0374,7.8343,0.0187,0.1464,0.319,2.4937,0.456322
0.543,8,8.7618,2.0171,0.0187,0.5145,0.164,4.5077,0.457037
0.5294,3,18.7938,11.8339,0.0187,0.1032,0.3516,1.9397,0.470623
0.5279,7,8.8135,2.3849,0.0187,0.438,0.1646,3.8602,0.472057
0.6278,9,17.861,3.161,0.0188,0.3351,0.3351,5.9856,0.372165
0.5748,8,11.9158,2.5913,0.0188,0.4047,0.2245,4.8229,0.425194
0.5538,4,18.3998,8.3056,0.0188,0.1392,0.346,2.5613,0.446161
0.5259,10,5.5082,1.0475,0.0188,0.9735,0.1035,5.362,0.474148
0.5225,4,14.2894,6.8368,0.0188,0.1651,0.2689,2.359,0.47748
0.5044,9,5.0372,1.1095,0.0188,0.9201,0.0946,4.6345,0.495561
0.6423,10,18.5255,2.8843,0.0189,0.3656,0.3504,6.7732,0.35772
0.6226,8,18.7567,3.7655,0.0189,0.2845,0.3551,5.3362,0.377352
0.6201,9,16.3957,2.9379,0.0189,0.3593,0.3105,5.8912,0.379925
0.5977,7,16.7614,4.0065,0.0189,0.2685,0.3171,4.5006,0.402349
0.5263,8,7.3187,1.7383,0.0189,0.5942,0.1386,4.3488,0.473722
0.6417,10,18.3099,2.8534,0.019,0.3695,0.3483,6.7651,0.358318
